LWIN1	184968	34502	408
New Zealand	Gisborne
Switzerland	Ticino
Spain	Madrid
Portugal	Beiras
France	Cevennes
Georgia	Kakheti
Italy	Calabria
Moldova	
Portugal	Peninsula de Setubal
Portugal	Colares
Bulgaria	Thracian Lowlands
Portugal	Bucelas
Germany	Wurttemberg
Switzerland	Graubunden
Switzerland	Basel
Turkey	Eastern Anatolia
Ukraine	Crimea
Switzerland	Svizzera Italiana
Cyprus	
Lebanon	
Italy	Molise
Portugal	Vinho Verde
Spain	Canary Islands
Austria	Steiermark
Romania	Moldova
Denmark	
Greece	Central Greece
Chile	Sur
Italy	Liguria
Spain	Murcia
Bulgaria	Struma River Valley
Bulgaria	Rose Valley
Austria	Wien
Italy	Valdadige
Italy	Vallagarina
Portugal	Alenquer
Hungary	Eger
Israel	Galilee
Croatia	
	
Czech Republic	
France	Savoie
Morocco	
Switzerland	Neuchatel
Slovenia	
Hungary	Neszmely
Greece	Peloponnese
Austria	Weinland
Syria	
Portugal	Duriense
Hong Kong	
Chile	Coquimbo
Brazil	Campanha
China	Ningxia
China	Liaoning
Moldova	Stefan Voda
Greece	Crete
Bulgaria	
Romania	Muntenia & Oltenia
North Macedonia	Vardar River Valley
Thailand	Hua Hin Hills
Canada	Nova Scotia
Hungary	Kunsag
Cyprus	Commandaria
Hungary	Nagy Somlo
Morocco	Coteaux de l'Atlas Premier Cru
Portugal	Beira Interior
Hungary	Sopron
Chile	Atacama
Portugal	Obidos
Malta	
Sweden	
United States	Virginia
China	Yunnan
China	Shanxi
Germany	Saale-Unstrut
Romania	
United Kingdom	Wales
China	
United States	
South Africa	Klein Karoo
Uruguay	Metropolitan
Peru	
Israel	Shomron
United States	Ohio
Lebanon	Batroun
Germany	
Germany	Sachsen
Bulgaria	Danubian Plain
Austria	
France	Bugey
Netherlands	
Portugal	Palmela
Luxembourg	
Moldova	Codru
Spain	Extremadura
Slovakia	
Tunisia	Mornag
Mexico	
Turkey	Aegean
Portugal	Beira Atlantico
Portugal	Tras-os-Montes
India	Nandi Hills
Canada	Quebec
Portugal	Setubal
France	Normandy
Armenia	Vayots Dzor
Brazil	Espirito Santo do Pinhal
Czech Republic	Moravia
Greece	Attiki
Greece	Thessaly
Russian Federation	
Slovenia	Podravje
Switzerland	Thurgau
Ukraine	
Portugal	Minho
Italy	Trevenezie
Germany	Hessische Bergstrasse
Israel	
France	Coteaux du Lyonnais
United States	Wisconsin
United States	New Mexico
Thailand	
Montenegro	
Spain	Asturias
Belgium	
Belgium	Vlaamse landwijn
Spain	Cantabria
United States	Pennsylvania
Argentina	
Romania	Transilvania
United States	Idaho
United States	Michigan
United States	Texas
Mexico	Parras Valley
China	Shandong
Italy	San Martino della Battaglia
Serbia	
Switzerland	
Switzerland	Schaffhausen
China	Xinjiang
Chile	Austral
Germany	Rhein
India	Maharashtra
Austria	Steirerland
United States	Vermont
France	Comtes Rhodaniens
Switzerland	Bern
Canada	
Georgia	Imereti
Georgia	Kartli
Malta	Malta
France	Charentais
France	Urfe
Portugal	Algarve
United States	Maryland
Morocco	Zenata
United States	Arizona
France	Auvergne
Portugal	Madeirense
Slovakia	Hlohovec
North Macedonia	
Indonesia	
Italy	Alto Piemonte
Brazil	Serra Gaucha
United States	New Jersey
Georgia	Lechkhumi
Georgia	Racha
United States	Missouri
United States	Nevada
France	Isere
France	Franche-Comte
Hungary	Pannonhalma
Hungary	Dunantul
United States	Colorado
Switzerland	Aargau
Argentina	Chubut
New Zealand	Northland
Uruguay	Oceanic
Cyprus	Pafos
Argentina	Catamarca
Portugal	Carcavelos
Argentina	Buenos Aires
Croatia	Dalmacija
Portugal	Acores
Switzerland	Svizzera
Georgia	
Greece	Ionian Islands
Greece	Epirus
Croatia	Hrvatska Istra
Armenia	Aragatsotn
Georgia	Samegrelo
France	Coteaux de l'Auxois
Portugal	Tavora-Varosa
Portugal	Pico
Portugal	Biscoitos
Portugal	Torres Vedras
Portugal	Encostas d'Aire
Croatia	Slavonija
Romania	Viile Timisului
Portugal	Terras do Dao
Portugal	Lafoes
Argentina	Tucuman
Greece	Thrace
Argentina	Jujuy
South Africa	Northern Cape
France	Vicomte d'Aumelas
Hungary	Badacsony
Netherlands	Maasvallei Limburg
Romania	Dobrogea
France	Moselle
Armenia	
Australia	Queensland
Moldova	Valul lui Traian
Japan	Hokkaido
Portugal	Port
Cyprus	Pitsilia
Greece	Sterea Ellada
Hungary	Egri
Italy	sannio
Japan	Yamagata
Japan	Nagano
Morocco	Guerrouane
Japan	Yamanashi
Denmark	Jylland
Denmark	Fyn
Denmark	Sjalland
Italy	Lison-Pramaggiore
Croatia	Hrvatsko Podunavlje
Croatia	Istocna kontinentalna Hrvatska
Croatia	Zapadna kontinentalna Hrvatska
Croatia	Istria
Croatia	Muskat momjanski
United States	Kentucky
Croatia	Primorska Hrvatska
France	Puy de Dome
France	Coteaux de Tannay
Italy	Salento
Slovenia	Posavje
Switzerland	Fribourg
Switzerland	Vully
France	Hautes-Alpes
Hungary	Balaton
Belgium	Cotes de Sambre & Meuse
Bosnia and Herzegovina	
Netherlands	Mergelland
Netherlands	Limburg
Italy	verona
Hungary	Szekszard 
Ecuador	
Albania	
France	Ile de France
Italy	Friuli
Morocco	Zaer
Romania	Banat
France	Coteaux Champenois
Switzerland	Basel-Landschaft
Switzerland	Luzern
Austria	Wagram
Bhutan	
India	Hampi Hills
Switzerland	Trois-Lacs
Slovenia	Dolenjska
Slovenia	Vipavska Dolina
Spain	Catalonia
Switzerland	St Gallen
Hungary	Matra
Poland	
Italy	Gavi
Cyprus	Krasochoria Lemesou
>'Avita
1lk7740pRosato, Calabria
1lk8140wil Rosso, Calabria
1lk8e40rClassico Superiore Riserva, Ciro
1lkbn40rClassico Rosso Superiore, Ciro
>00 Wines
12rya1yrShea Pinot Noir, Yamhill-Carlton
12ryn1yrVgr Pinot Noir, Oregon
12s131yrHyland Pinot Noir, McMinnville
12s1g1ywVGW Chardonnay, Willamette Valley
15ujp1ywEGW Chardonnay, Willamette Valley
178sv1ywChardonnay, Chehalem Mountains
178u11ywFreya Hermann Cuvee Chardonnay, Willamette Valley
178uh1ywKathryn Hermann Cuvee Chardonnay, Willamette Valley
178uu1ywRichard Hermann Cuvee Chardonnay, Willamette Valley
17ft51yrRichard Hermann Cuvee Pinot Noir, Eola-Amity Hills
18iql1ywSeven Springs Chardonnay, Eola-Amity Hills
1a01t0ewCorton-Charlemagne Grand Cru
1p2ow1yrChehalem Mountain Vineyard Pinot Noir, Chehalem Mountains
1rtu80erClos de la Roche Grand Cru
1sq8g1ywThe Special Relationship Lot 66 Chardonnay, Willamette Valley
1tnny1yrStardance Pinot Noir, Yamhill-Carlton
1tnqr0ewMeursault Premier Cru, Charmes
1tnr40erBeaune Premier Cru, Les Cents Vignes
1ujis1ywKoosah Chardonnay, Eola-Amity Hills
1ujiw1ywHyland Chardonnay, Willamette Valley
1up6b0erPommard Premier Cru, Clos des Epeneaux
1up9u0erCharmes-Chambertin Grand Cru
1upa70erChambertin Grand Cru
>007
13z7j0brChateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru
>10 Chains Estate
1da7r08wSemillon, Pemberton
1da8408wSauvignon Blanc Semillon, Pemberton
1da8808wChardonnay, Pemberton
1da8l08rShiraz, Pemberton
1da8y08pRose, Pemberton
>10 Delirios
1spxl1qrTinto Garnacha, Cebreros
>10,000 Hours
181df36rCabernet Sauvignon, Red Mountain
181ds36rRed Blend, Red Mountain
>100 Hectares
1eh0c1frTouriga Franca, Douro
1eh0p1fr17, Douro
1eh0s1fr18, Douro
1eh151fwBranco, Douro
1eh1i1frGold Edition Vinhas Velhas, Douro
1eh1v1frVinhas Velhas, Douro
1fzzv1fwCurtimenta, Douro
1fzzy1frReserva 18, Douro
1g00b1frTinta Amarela Tinta Carvalha Tinta Roriz, Douro
1g00o1fwReserva Branco, Douro
1g0141frTinto, Douro
1g01h1fwCollection, Douro
1g01u1frFiligrana, Douro
1g01x1frGrande Reserva Tinto, Douro
1g02a1frGrande Reserva Touriga Nacional, Douro
1g02r1frSuperior, Douro
1g03h1frTinta Amarela, Douro
1g03x1frTouriga Nacional, Douro
1g04a1frSousao, Douro
1g04n1fwCodega do Larinho, Douro
>100 Nails Ranch
1iaqf06wChardonnay, Sonoma County
1iaqv06rPinot Noir, Central Coast
>1000 Stories
10avn06rBourbon Barrel-Aged Zinfandel, California
16tri06rBourbon Barrel-Aged Prospectors' Proof Cabernet Sauvignon, California
16trv06rBourbon Barrel-Aged Gold Rush Red, California
16try06wBourbon Barrel-Aged Chardonnay, California
>116
104o40brClos Saint Emilion Philippe, Saint-Emilion Grand Cru
>12,000 Miles
19rkk1crPinot Noir, Gladstone
19rkx1cwPinot Gris, Gladstone
>12C
10aw306rBeckstoffer George III Cabernet Sauvignon, Rutherford
>1365 Church Street
1mmbx5jwTidal Bay White, Nova Scotia
1mmc05jwBashful Bloom, Nova Scotia
1mmco5jrCab Franc, Nova Scotia
1mmd15jwChardonnay, Nova Scotia
1mmd45jwEight Bikes White, Nova Scotia
1mmdu5jpOh Sooo Rose, Nova Scotia
1mmdx5jwOn the Deck White, Nova Scotia
1mmgq5jrPetit Pearl, Nova Scotia
1mmh35jwPinot Gris, Nova Scotia
1mmhj5jwRiesling, Nova Scotia
1mmia5jwSchatje, Nova Scotia
1mmiq5jwUnicycle, Nova Scotia
>13th & Third
153jc06rNMR, Paso Robles
153jp06pRose, Paso Robles
193lb06wLily, Paso Robles
>13th Street Winery
16sko39rGamay, Niagara Peninsula
16sl539rWhitty Vineyard Gamay, Creek Shores
16sli39wL. Viscek Vineyard Chardonnay, Creek Shores
16slv39rReserve Pinot Noir, Creek Shores
16smb39rSandstone Vineyard Gamay Noir, Niagara Peninsula
17kza39wJune's Vineyard Riesling, Creek Shores
17mzw39wJune's Vineyard Chardonnay, Creek Shores
17n7y39rCabernet Merlot, Creek Shores
17ncd39rCabernet Franc, Creek Shores
17nwa39rPinot Noir, Niagara Peninsula
>14 Hands
159l336rThe Reserve Cabernet Sauvignon, Horse Heaven Hills
159l636rThe Reserve Malbec, Horse Heaven Hills
159lj36rThe Reserve Merlot, Horse Heaven Hills
159lz36rThe Reserve Red Blend, Horse Heaven Hills
159mc36rThe Reserve Syrah, Horse Heaven Hills
16daq36rCabernet Sauvignon, Columbia Valley
16db336rHot to Trot Smooth Red Blend, Columbia Valley
16db736rMerlot, Columbia Valley
16tsb36rStampede Red Blend, Columbia Valley
1ftkw36wSauvignon Blanc, Columbia Valley
1ftla36wThe Reserve Sauvignon Blanc, Horse Heaven Hills
1ftln36wThe Reserve Pinot Gris, Horse Heaven Hills
1ftlq36wThe Reserve Chardonnay, Horse Heaven Hills
1ftmw36wChardonnay, Columbia Valley
1ftn936wPinot Grigio, Columbia Valley
1fto336wThe Reserve Late Harvest Viognier, Horse Heaven Hills
1fwo336rRun Wild, Columbia Valley
>14/27
1fm5l54rAgiorgitiko, Nemea
>16 Mile Cellar
183we39wCivility Chardonnay, Beamsville Bench
183wh39wRebel Chardonnay, Niagara Peninsula
183wu39rRebel Pinot Noir, Niagara Escarpment
183x739rIncivility Unfiltered Pinot Noir, Niagara Peninsula
183xa39rTenacity Unfiltered Pinot Noir, Creek Shores
183xn39rExonerated Unfiltered Pinot Noir, Niagara Escarpment
>16 Stops
0tpsg04rShiraz, McLaren Vale
164l204wChardonnay, Adelaide
>1683 Wines
1tq2h08rWilyabrup Cabernet Franc, Margaret River
1u6zc08rLoin du Clos Cabernet Franc, Margaret River
1uvrb08rLoin du Clos Malbec, Margaret River
>1701
1qwpa0wWFranciacorta, Brut Nature
1qwqk0wWFranciacorta, Saten
1qwqx0wPFranciacorta, Raccolta Rose
1qwra0wwSebino, Surnat
1qwrq0iWSullerba Non Dosato, VdT
1st9b0iPGarga Gang Frizzante, VdT
1st9o0ipGarga Gang, VdT
1steq0wWFranciacorta, Raccolta Blanc de Noirs
1steu0wWDosaggio Zero Riserva, Franciacorta
>1741 de Carbonnieux Semillon
1s1c60bwPessac-Leognan
>1789
126jf1yrPinot Noir, Willamette Valley
1534v1yrSingle Vineyard Pinot Noir, Chehalem Mountains
>180 Estate Winery
1d4fr39wPinot Grigio, Niagara Peninsula
1d4g539wRiesling, Creek Shores
1d4g839pGamay Rose, Creek Shores
1d4gl39PGamay Rose Sparkling
1d4gy39rGamay Noir, Creek Shores
1d4h139rCabernet Merlot, Creek Shores
1d4he39rReserve Gamay Noir, Creek Shores
1d4hr39rReserve Appassimento Cabernet Sauvignon, Creek Shores
>1838
1ezvq04rCabernet Sauvignon, McLaren Vale
1ezw304rReserve Cabernet Sauvignon, McLaren Vale
1ezwg04rBin 1838 Premium Reserve Shiraz, South Australia
1ezwj04rReserve Shiraz, South Australia
1ezww04wReserve Sauvignon Blanc, McLaren Vale
1ezx904rReserve Pinot Noir, McLaren Vale
1ezxc04rReserve Grenache, McLaren Vale
1ezy204wReserve Chardonnay, South Australia
>1841 Cellars
1k2g52frProprietary Red, Walla Walla Valley
1k2gl2frCabernet Sauvignon, Walla Walla Valley
>1847 Eighteen Forty-Seven
15sjf04RSparkling Petit Verdot, Barossa Valley
15sjs04rPappy's Grenache Shiraz Mataro, Barossa Valley
15sjw04wHigh Patch Chardonnay, Barossa Valley
15sk904pCrystal's Rose, Barossa Valley
15skm04rOld Vine Grenache, Barossa Valley
15skz04rOld Vine Shiraz, Barossa Valley
15sl204rPappy's Cabernet Sauvignon, Barossa Valley
15slf04rHome Block Petit Verdot, Barossa Valley
15sls04rGrand Pappy's Shiraz, Barossa Valley
15slv04rFirst Pick Shiraz, Barossa Valley
15stj04rPappy's Paddock Shiraz, Barossa Valley
1sltm04rIcon Shiraz, Barossa Valley
>1848 Winery
0ynnn4vrReserve Cabernet Sauvignon, Galilee
>1849 Wine Co.
1iatl06rAnonymous, Napa Valley
1iaue06wAu Jus, Monterey County
1iauu06rIris, Sonoma Coast
1iav806rTriumph, Sonoma County
1iavb06rDeclaration, Napa Valley
1iavo61WBrut
1iaw161PRose Brut
>1881 Napa
1nvww06rCabernet Sauvignon, Napa Valley
>19 Crimes
16dbx04rCabernet Sauvignon, South Australia
16dc020wHard Chard, South Eastern Australia
16dcd20rLife Sentence Red Blend, South Eastern Australia
16dcq06rSnoop Dogg Cali Red, California
16dct20rShiraz, South Eastern Australia
16dd604rShiraz Durif, South Australia
16ddj20rThe Banished Dark Red, South Eastern Australia
16ddm20rThe Uprising, South Eastern Australia
16de020rThe Warden Reserve, South Eastern Australia
16lv520rShiraz Grenache Mataro, South Eastern Australia
16tbk20rThe Punishment Pinot Noir, South Eastern Australia
1qh8x06WSnoop Dogg Cali Gold, California
>1906 Vintners
1i5pj06rZinfandel, Lodi
1i5pw06wChardonnay, Lodi
1i5q906wSauvignon Blanc, Lodi
>2 Hawk
1f8741yrGrenache, Rogue Valley
1f87h1ypGrenache Rose, Rogue Valley
1f87v1yrDarow Series Tempranillo, Rogue Valley
1f87y1yrDarow Series Malbec, Rogue Valley
1f88b1yrMalbec, Rogue Valley
1f88o1yrTempranillo, Rogue Valley
1f8911yrDarow Series Pinot Noir, Rogue Valley
1f8941yrPinot Noir, Rogue Valley
1f89h1ywMuscat, Rogue Valley
1f89u1ywDarow Series Viognier, Rogue Valley
1f89x1ywDarow Series Chardonnay, Rogue Valley
1f8aa1ywSauvignon Blanc, Rogue Valley
1f8ao1ywViognier, Rogue Valley
>2 Lads Winery
13uzf7irPinot Noir, Old Mission Peninsula
>20 Mille
0s9z50brChateau Croix-Mouton, Bordeaux Superieur
>200 Gallons
1f8bh42rReserva, Peninsula de Setubal
>2027 Cellars
1598e39wStonebridge Vineyard Chardonnay, Four Mile Creek
1598r39wWismer Vineyard-Fox Croft Block Chardonnay, Twenty Mile Bench
1599439wWismer Vineyard-Fox Croft Block Riesling, Twenty Mile Bench
1599l39wFalls Vineyard Pinot Gris, Vinemount Ridge
159au39wContrary White Blend, Twenty Mile Bench
159b739rKing Street Vineyard Pinot Noir, Twenty Mile Bench
159co39wFalls Vineyard Riesling, Vinemount Ridge
159du39pWismer Vineyard-Fox Croft Block Gamay Rose, Twenty Mile Bench
>21 Grams
159lw36rRed Wine, Columbia Valley
>2Naturkinder
14mi90nrSpatburgunder, Franken
14mn40nWSilvaner Pet-Nat, Franken
14mnh0nwWeinschwarmer, Franken
14mnl0nwKleine Heimat, Franken
14mny0nwWilde Heimat, Franken
14mob0nrGrosse Wanderlust, Franken
14moe0nwHeimat Silvaner, Franken
14mor0nwDrei Freunde, Franken
14mp40nrKleine Wanderlust, Franken
14mph0nwFledermaus White, Franken
14mpk0nrFledermaus Red, Franken
14mpx0nWBacchus Pet-Nat, Franken
14mqa0nPBat-Nat, Franken
14mqe0npBlack Betty, Franken
14mqr0nwVater & Sohn Silvaner, Franken
14mr40nwVater & Sohn, Franken
14mr70nwVater & Sohn Muller-Thurgau, Franken
14mrk0nwVater & Sohn Bacchus, Franken
>2nd Pez
1b7si0brSaint-Estephe
>3 Girls
0ssw106rMerlot, Lodi
1i5op06rCabernet Sauvignon, Lodi
1i5p306wChardonnay, Lodi
1i5p606wSauvignon Blanc, Lodi
>3 Monos
1ety409rCabernet Sauvignon, Maipo Valley
1etyh09rSurreal Cabernet Sauvignon, Maipo Andes
>3 Oceans
0pmp308rThe Explorers Cabernet Sauvignon, Margaret River
0pnpu08rThe Estates Cabernet Sauvignon Merlot, Margaret River
0pnpx08rThe Estates Shiraz, Margaret River
0pnqa08wThe Estates Chardonnay, Frankland River
1519308wThe Estates Sauvignon Blanc Semillon, Frankland River
>3 Passo
1afom0iwBianco
1afoz0irRosso
>3 Riders
0wdna50rLayalina Red
>3 Rings
0sx8s04rShiraz, Barossa Valley
12yts04rReserve Shiraz, Barossa Valley
14fot04rCabernet Sauvignon, Barossa Valley
>3 Stones
0pul219rPinot Noir, Marlborough
0pul519wSauvignon Blanc, Marlborough
>3 de Valandraud
0lk660brSaint-Emilion Grand Cru
>32 Winds
0pki506rCabernet Sauvignon, Napa Valley
11gz006rHirsch Vineyard Pinot Noir, Sonoma Coast
16ded06rPinot Noir, Sonoma Coast
1skf706wChardonnay, Sonoma Coast
1skfk06wPlatt Vineyard Chardonnay, Sonoma Coast
1skfx06rPlatt Vineyard Pinot Noir, Sonoma Coast
>32° South
1g5oz01rMalbec, Mendoza
>3sixty2
1b3w919rSilver Linings Pinot Noir, Marlborough
1b3wm19wSauvignon Blanc, Marlborough
1b3x019rChange Maker Pinot Noir, Marlborough
1b3x319wChardonnay, Marlborough
>4 Gatos Locos
1e2qf01rGualtallary Miau, Tupungato
1e2qs01rGualtallary Malbec, Tupungato
>4 Kilos
0r3043trMallorca, 4 Kilos
0r30h3trMallorca, 12 Volts
0sk7z3trMallorca, Gallinas Focas
1d1423trMallorca, Grimalt Caballero
1d14f3trMallorca, Indiot
1d14j3tpMallorca, Moteur Pistache Rose
1d1wl3twMallorca, Motor Blanc
1d1xb3trMallorca, Motor Callet
1d1xe3trMallorca, Tanuki Bob
>4 Monos
11ulb3wrLa Danza Viento La Isilla, Vinos de Madrid
11ule3wrLa Danza Viento Molino Quemado, Vinos de Madrid
127an3wwAlbillo Real, Vinos de Madrid
14xkc3wrGR-10, Vinos de Madrid
16afa3wrAguja del Fraile, Vinos de Madrid
16afn3wrTierra de Luna, Vinos de Madrid
16ag03wrCien Lanzas, Vinos de Madrid
>4 Saisons (Vignerons Catalans)
1py3s1lwSauvignon, Pays d'Oc
1py451lrMerlot, Pays d'Oc
1py481lwChardonnay, Pays d'Oc
1py4l1lrCabernet Sauvignon, Pays d'Oc
1py4y1lpCabernet Rose, Pays d'Oc
>4 Winds
12pi706rCabernet Sauvignon, Stags Leap District
>40 Knots
1mjuy30pSoleil Brut Rose, British Columbia
1mjvf30WSpindrift Extra Brut, British Columbia
1mjw830wUncloaked Chardonnay, British Columbia
1mjwl30wPinot Gris, British Columbia
1mjwy30rPinot Auxerrois, British Columbia
1mjx130wSieg, British Columbia
1mjxe30wWhite Seas, British Columbia
1mjxu30wL'Orange Natural, British Columbia
1mjyl30wOpen Seas, British Columbia
1mjyo30pRose, British Columbia
1mjze30rPinot Noir, British Columbia
1mjzu30rCarambolage, British Columbia
1mk0730wPilot, British Columbia
1mk0k30rSafe Haven, British Columbia
1mk0y30rPinot 115, British Columbia
>40/40
1h27u01rBlend, Mendoza
1h29001rCabernet Franc, Mendoza
1h29h01rMalbec, Mendoza
1h2a701rCabernet Sauvignon, Mendoza
>432 Hz
1ggme01rCarignan, Mendoza
>47 Anno Domini
1c0d70urLe Argille Cabernet, Veneto
>4G Wines
14he335rG. Venetia's Heart, Western Cape
14he635rThe Echo of G.
>5* Assortment Case
114760bwSauternes
>50 West Vineyards
1laol5uwAlbarino, Virginia
1lape5uwVidal Blanc, Virginia
1lapr5uwPetit Manseng, Virginia
1laql5uwChardonnay, Virginia
1laqo5uwViognier, Virginia
1larh5upRose of Sangiovese, Virginia
1las75urAshby Gap, Virginia
1lasn5urChambourcin, Virginia
1lat05urMerlot, Virginia
1lath5urCabernet Franc, Virginia
>50th Parallel Estate
16bld30rPinot Noir, Okanagan Valley
16d8e30rUnparalleled Pinot Noir, Okanagan Valley
16d8r30wGewurztraminer, Okanagan Valley
16tjm30wRiesling, Okanagan Valley
16tjz30pPinot Noir Rose, Okanagan Valley
17n4830wPinot Gris, Okanagan Valley
17ot830wChardonnay, Okanagan Valley
>6 Elemento
1la5e29rTinto, Utiel-Requena
1la5r29rDavid & Goliat, Utiel-Requena
1la6729rRespeto, Utiel-Requena
1la7e29wOrange, Utiel-Requena
1la9u29WNativos Pet Nat Blanco, Utiel-Requena
>689 Cellars
16d8a06rSubmission Cabernet Sauvignon, California
1omtr06rSubmission Red Wine, California
1omu406wSubmission Chardonnay, California
1omuh06pSubmission Rose, California
1omuk06rDevil's Candy, Napa Valley
1omux06rKiller Drop, California
1omva06wSix Eight Nine White, Napa Valley
1omvl06rSix Eight Nine Red, Napa Valley
>7 Cellars
14o8v06rElways Reserve Cabernet Sauvignon, Napa Valley
14o9806wElways Reserve Chardonnay, Los Carneros
1iawu06wThe Farm Chardonnay, Arroyo Seco
1iax706rThe Farm Pinot Noir, Monterey County
1iaxa06rThe Farm Cabernet Sauvignon, Paso Robles
>7 Colores
1eli109rCabernet Sauvignon, Central Valley
1elie09rCarmenere, Central Valley
1elih09rMerlot, Central Valley
1eliu09wChardonnay, Central Valley
1elj809wSauvignon Blanc, Central Valley
1eljb09wMoscatel, Central Valley
1eljo09pCabernet Sauvignon Syrah Rose, Central Valley
1elk109rReserva Cabernet Sauvignon Pais, Maipo Valley
1elk409rReserva Carmenere Cinsault, Maule Valley
1elkh0jwReserva Sauvignon Blanc Torontel, Casablanca Valley
1elku09rReserva Merlot Malbec, Maule Valley
1ell709wReserva Chardonnay Semillon, Maule Valley
1ella09rGran Reserva Carmenere, Maule Valley
1elln0jrGran Reserva Pinot Noir, Casablanca Valley
1elm109rGran Reserva Cabernet Sauvignon, Maipo Valley
1elm409rSingle Vineyard Red Blend, Maule Valley
1elmh09rAlzado Cabernet Sauvignon, Maipo Valley
1elmx59WBrut Charmat, Limari Valley
1elna0jwLate Harvest Sauvignon Blanc, Casablanca Valley
1elnq09rGran Reserva Syrah, Maule Valley
1elog09rLimited Edition Carmenere, Colchagua Valley
1fcgq09rIcon Cabernet Sauvignon, Maipo Valley
>7 Moons
16tsr06rRed Blend, California
16tt406rDark Side Red Blend, California
>7th Heaven
1b3vg1brPinot Noir, Central Otago
1b3vt1bwThe Mad Hatter's Viognier, Central Otago
1b3w61bpPinot Rose, Central Otago
>821 South
1rh5319wSauvignon Blanc, Marlborough
>8th Generation Vineyard
16tkc30pPinot Meunier Rose, Okanagan Valley
16tkf30WIntegrity Sparkling
16tks30PConfidence, Okanagan Valley
>9 Mile Road
151ir04rShiraz, Langhorne Creek
151iu04rCabernet Sauvignon, Langhorne Creek
>9 de Marquis de Terme
1lj4n0brMargaux
>90+ Cellars
1iay419wSauvignon Blanc Lot 2, Marlborough
1iayu1jrFrench Fusion GSM Lot 21, Languedoc
1iaza01rOld Vine Malbec Lot 23, Mendoza
1ib0g0trLot 26, Barolo
1ib1n0trLot 27, Barbera d'Alba
1ib2g1jpRose Lot 33, Languedoc
1ib2w26WLot 50, Prosecco
1ib4623wPinot Grigio Lot 42, Trentino
1ib4j01rCabernet Sauvignon Lot 53, Mendoza
1ib4w0mwRiesling Lot 66, Mosel
1ib6606rPinot Noir Lot 75, Russian River Valley
1ib6w0srRosso, Tuscany
1ib7p06rMerlot Lot 92, Mendocino
1ib8506rCabernet Sauvignon Lot 94, Napa Valley
1ib8v06rBig Red Blend Lot 113, Lodi
1ib9z17wLot 126, Sancerre
1ibas06wChardonnay Lot 130, Russian River Valley
1ibbl1opRose Lot 132, Cotes de Provence
1ibbp0tWLot 134, Moscato d'Asti
1ibci06rCabernet Sauvignon Lot 148, Alexander Valley
1ibdl06rCabernet Sauvignon Lot 150, Spring Mountain District
